region,sales,quantity,price
East,230.23,4,56.36
East,59.8,1,68.69
North,1863.52,9,205.92
South,141.6,4,34.41
East,303.75,4,76.59
West,532.13,8,67.26
West,2662.65,12,220.9
West,746.74,6,123.19
East,497.91,7,71.37
East,311.81,5,61.3
West,151.53,2,76.57
North,476.57,6,80.88
West,91.61,1,97.23
West,259.81,4,65.36
West,1126.77,10,111.92
South,189.4,3,64.24
South,43.78,1,42.47
West,1017.84,8,126.36
West,840.63,10,83.38
South,86.11,1,74.01
East,192.51,3,59.53
East,173.27,3,53.8
West,557.96,5,110.18
North,319.84,4,78.43
East,175.59,4,43.15
East,420.29,6,68.94
West,824.34,8,103.88
South,112.49,3,37.73
East,248.24,3,82.28
East,425.43,5,86.21
South,134.34,2,70.71
North,332.49,4,84.47
West,370.38,6,62.78
West,1255.37,9,138.04
West,313.05,3,99.95
East,528.45,6,88.51
North,761.6,7,108.18
East,538.89,8,68.26
West,559.51,9,63.21
West,457.16,6,77.63
West,435.86,4,106.67
East,367.38,8,44.18
North,299.81,4,73.67
North,321.43,3,104.51
West,89.67,1,90.89
North,114.66,1,102.46
South,204.94,4,48.7
North,306.4,4,75.43
East,406.25,8,50.39
East,606.86,7,86.66
North,378.55,5,74.87
North,437.57,7,61.96
East,415.05,5,81.31
East,252.58,3,79.56
South,304.75,6,51.26
East,1717.66,8,212.85
East,629.95,8,77.28
West,204.48,2,98.08
East,54.51,1,52.98
South,46.57,1,46.08
North,220.05,3,71.36
East,154.04,3,49.69
East,343.9,6,56.13
East,450.12,6,74.27
South,162.37,5,30.58
West,394.87,3,133.67
East,111.74,2,49.42
East,44.35,1,46.56
West,1267.85,10,125.36
East,121.88,2,55.23
East,168.52,3,51.33
West,1811.82,6,303.46
East,92.36,1,79.65
East,64.64,1,55.08
North,123.43,2,62.32
East,410.15,5,82.29
East,251.83,4,65.03
South,316.54,5,64.35
East,77.55,1,85.08
East,526.41,8,65.21
West,424.39,3,136.62
West,722.6,7,101.14
East,135.59,3,45.52
East,145.11,2,76.11
East,361.13,5,70.02
East,414.26,7,60.36
South,298.78,6,51.41
South,247.42,4,60.24
East,344.63,7,47.17
South,965.91,5,194.18
South,104.51,2,48.19
East,388.37,5,75.67
North,428.33,6,71.37
West,654.75,8,82.31
West,1087.13,4,271.17
East,299.25,6,48.95
East,345.69,8,43.83
South,166.42,3,52.06
West,73.41,1,61.41
East,428.47,7,62.51
East,358.95,5,72.97
West,587.73,7,85.0
South,359.95,6,59.7
West,74.87,1,72.5
North,258.17,3,87.02
East,207.28,3,69.52
South,179.69,6,31.21
East,847.64,8,105.18
West,258.52,2,132.83
East,78.5,1,66.92
West,1687.68,6,278.84
West,914.41,10,91.22
South,166.2,4,39.27
East,419.48,6,70.74
West,279.26,2,137.93
East,302.27,7,42.38
North,463.72,5,93.06
East,639.16,8,80.06
East,409.45,5,81.19
East,484.65,8,60.12
North,442.77,5,87.67
East,710.83,8,88.11
South,281.65,4,68.37
East,394.0,8,50.03
South,185.54,4,43.51
North,626.87,7,88.04
West,801.16,10,80.52
East,210.95,5,41.39
West,108.57,1,111.75
East,391.8,5,79.48
North,422.7,4,107.83
North,219.0,3,68.83
West,189.14,2,89.07
South,216.42,5,40.62
West,1148.99,9,126.32
East,281.27,6,46.11
West,474.93,4,119.87
East,249.91,5,50.71
West,588.2,6,99.23
West,403.95,4,97.99
North,428.38,6,71.78
West,138.98,1,132.42
North,636.4,7,91.44
West,673.85,6,111.12
West,644.02,8,78.91
West,704.61,5,138.24
South,92.54,2,43.38
North,380.85,4,96.0
East,632.08,8,78.97
South,69.74,1,62.28
West,885.19,10,88.15
East,69.35,1,74.76
West,117.0,1,111.29
East,140.17,3,44.11
South,125.56,2,59.21
South,170.82,4,44.37
East,412.87,6,69.65
West,533.96,7,74.55
East,363.99,4,87.41
East,1031.13,6,172.9
North,309.01,5,60.21
West,1071.15,8,133.6
East,253.15,5,50.16
East,328.35,4,82.82
South,186.0,4,48.82
North,255.76,4,64.13
South,62.41,1,50.62
North,155.41,2,73.85
South,32.83,1,41.53
North,248.26,3,78.26
North,505.47,6,85.89
West,626.67,7,90.48
North,107.53,2,52.47
North,213.1,2,102.67
West,1220.91,9,134.69
North,209.98,3,66.98
East,181.81,3,55.65
South,221.86,6,36.81
East,550.76,7,78.55
North,120.35,1,105.63
West,204.91,2,96.62
East,217.61,5,44.68
West,833.15,10,81.82
East,226.94,3,78.34
South,576.81,4,144.24
West,808.63,6,136.1
South,235.45,4,59.68
South,58.59,1,44.82
East,220.96,3,76.58
West,89.53,1,85.85
West,351.13,5,67.4
North,387.16,7,55.35
West,337.58,3,111.77
West,627.64,5,124.51
West,408.38,6,67.69
North,385.21,5,78.59
West,269.03,3,89.46
East,462.91,8,57.09
South,362.52,5,71.88
East,509.56,8,61.87
South,84.43,2,43.52
East,46.6,1,43.83
West,970.59,10,97.17
West,128.03,1,121.49
East,1000.25,10,100.24
South,252.95,4,64.08
North,196.52,2,102.28
North,396.72,6,65.56
East,138.99,3,45.83
West,1123.77,10,112.62
South,353.76,6,57.75
West,247.4,3,84.21
South,117.87,2,61.32
West,795.31,7,111.98
West,535.67,8,66.89
East,682.75,8,85.12
North,180.96,2,85.11
West,181.25,2,86.71
North,613.8,6,100.92
North,213.66,4,52.22
West,905.84,8,114.29
East,143.85,2,68.82
North,283.77,5,57.02
South,94.55,3,30.94
West,1004.58,10,100.61
West,1016.53,8,127.4
South,438.15,6,73.19
West,410.1,3,137.68
South,113.95,2,60.02
West,983.08,8,123.48
East,198.52,5,40.91
South,68.69,1,70.25
East,220.16,4,51.33
South,316.88,5,64.62
South,310.4,6,53.19
North,699.95,7,97.94
South,48.48,1,57.43
East,279.93,4,71.5
East,489.12,8,62.08
West,255.36,3,86.77
North,106.38,1,96.15
East,138.38,2,65.25
West,450.28,4,110.36
West,547.98,7,78.25
West,770.2,6,128.19
South,303.57,5,62.29
East,267.13,3,89.1
East,249.84,3,86.13
West,1054.11,9,117.07
North,652.92,7,92.05
North,156.67,3,50.47
East,246.41,4,60.2
West,581.76,6,95.37
West,382.34,5,75.78
West,356.05,3,117.51
East,336.83,5,65.58
East,216.3,5,41.39
South,85.45,1,74.41
East,461.39,3,153.39
West,372.65,6,60.42
North,514.75,6,83.94
East,167.87,3,54.96
East,224.59,4,56.39
East,520.61,7,75.58
North,1500.71,8,187.0
West,463.81,5,91.58
North,365.78,4,91.34
East,515.55,8,65.29
South,70.24,1,68.85
East,280.01,6,47.84
North,160.87,3,56.62
East,353.57,6,58.57
South,195.42,5,36.4
East,164.73,3,54.17
East,61.76,1,57.43
West,932.14,7,132.02
West,1097.68,9,120.96
South,230.2,6,36.7
South,95.33,2,48.43
East,594.31,8,73.52
North,471.44,5,92.43
East,149.99,2,72.26
West,651.06,10,64.23
West,543.88,9,61.49
South,250.73,6,41.04
East,391.2,6,66.68
North,196.2,4,51.4
West,173.6,2,90.56
East,229.86,5,47.2
North,88.85,1,90.72
East,294.07,7,42.93
North,449.66,7,65.48
East,288.21,4,69.85
West,73.04,1,69.21
East,156.27,4,41.45
West,217.65,2,106.89
South,186.0,4,43.71
West,382.52,3,122.63
South,220.64,4,54.19
East,397.33,5,80.63
East,441.44,5,86.09
West,355.2,4,88.11
East,153.8,2,76.96
East,230.17,5,46.98
West,759.45,6,124.16
South,252.28,6,42.29
West,101.3,1,107.96
North,93.35,1,86.53
West,1056.41,8,131.62
South,71.52,1,59.21
South,60.35,1,50.03
South,102.52,2,46.11
North,173.58,3,57.49
East,212.68,5,40.99
East,399.58,5,80.81
North,120.65,1,108.04
South,84.78,2,39.41
East,425.8,8,53.87
South,292.88,5,60.25
East,227.64,5,43.25
North,288.14,3,93.73
North,464.92,5,91.58
North,214.06,4,50.12
East,608.75,7,86.94
East,536.26,8,65.91
North,193.72,3,63.47
East,361.84,6,59.59
East,551.01,7,76.87
East,105.34,2,56.46
West,1259.78,10,124.64
South,163.0,4,41.12
East,236.11,4,56.68
West,961.18,8,121.13
East,257.35,6,41.67
South,593.4,8,75.22
South,165.55,3,55.17
West,934.5,10,92.89
West,685.46,7,97.14
East,85.08,1,86.88
East,101.28,2,45.13
North,288.33,5,57.56
South,91.12,2,50.01
East,427.51,6,69.23
South,107.17,3,36.63
North,477.79,6,81.06
West,121.7,1,126.81
East,177.56,2,85.43
South,382.25,5,74.19
West,428.31,5,86.85
West,136.14,1,123.14
West,919.66,8,115.46
South,218.01,3,72.87
West,117.93,1,126.09
East,234.58,5,45.76
North,68.69,1,71.59
East,163.16,3,53.1
East,195.87,5,41.07
South,42.31,1,47.05
West,550.95,6,89.57
North,431.07,4,109.86
East,344.29,4,86.21
West,440.92,4,107.96
West,639.94,5,128.35
East,253.55,3,79.78
North,72.32,1,62.55
West,519.86,7,73.39
West,806.93,8,99.89
West,793.81,8,98.66
West,135.62,1,123.25
West,327.22,4,78.75
West,801.16,6,134.84
South,221.0,5,43.28
West,768.64,7,109.69
West,493.49,5,99.8
East,430.98,6,72.27
West,220.63,2,103.73
East,41.91,1,43.57
South,254.59,6,41.25
East,234.65,3,75.28
South,68.11,1,71.06
East,637.83,7,89.84
East,213.79,3,72.7
South,88.53,2,39.44
South,242.19,4,62.51
South,296.77,6,49.3
North,96.83,2,51.81
North,352.93,7,50.58
East,436.29,7,61.29
East,63.19,1,69.35
North,431.76,6,69.82
West,638.66,7,91.27
West,164.19,2,75.07
West,256.93,3,84.37
East,1568.38,12,130.94
East,145.18,2,72.98
East,409.12,7,56.34
East,134.43,2,60.92
East,425.34,5,83.52
West,544.06,5,108.3
South,43.53,1,42.39
South,127.2,2,57.22
North,1129.16,9,125.61
South,272.89,4,65.66
East,379.99,7,52.46
East,470.1,7,68.43
North,363.55,6,59.48
East,305.6,4,76.33
South,348.43,6,58.03
East,42.2,1,50.37
South,254.94,4,63.74
East,222.38,5,41.89
East,611.5,8,77.43
South,258.95,4,62.11
South,32.11,1,37.68
East,1146.56,6,192.12
West,80.64,1,77.33
West,582.29,9,63.82
North,225.28,3,73.44
East,234.85,4,58.87
East,616.3,9,67.7
East,186.64,2,87.94
East,348.84,7,48.35
East,285.24,4,71.34
West,151.52,2,78.59
West,592.6,7,85.3
South,204.33,5,42.53
East,433.19,8,55.08
West,1406.38,10,139.24
West,983.88,7,138.51
South,276.83,6,44.94
North,95.19,1,89.98
West,369.98,4,90.59
East,90.57,2,41.06
South,60.36,1,57.89
East,66.92,1,58.79
North,227.8,3,76.62
South,124.33,4,31.78
East,489.25,6,82.35
East,350.93,4,85.88
East,507.58,6,83.64
East,1074.1,6,180.16
East,261.71,4,67.44
South,264.72,6,44.02
West,848.39,10,84.25
East,157.11,2,79.06
West,691.99,7,97.66
South,676.42,5,133.49
North,165.81,2,85.71
West,427.5,5,84.47
East,387.54,8,46.83
East,511.62,6,83.08
North,322.39,3,108.23
North,47.38,1,54.27
North,414.56,7,59.74
North,472.52,5,93.33
West,460.73,7,64.62
East,257.29,6,41.73
South,190.73,3,59.04
East,917.29,7,131.05
West,1200.62,9,132.08
East,310.03,5,61.34
North,522.87,6,85.16
South,213.94,6,34.0
South,84.17,2,42.11
East,1708.8,12,142.14
South,120.64,2,62.99
East,139.0,2,64.32
East,123.65,3,42.95
North,414.81,4,102.3
North,173.03,3,59.97
East,172.74,4,41.48
East,52.78,1,43.05
East,53.55,1,50.55
North,262.23,4,65.95
West,548.38,6,89.66
North,373.98,4,89.9
North,105.84,1,98.38
South,594.33,5,116.11
South,171.19,4,41.18
West,1507.74,7,216.76
West,377.8,6,63.66
West,251.76,2,119.14
North,484.05,6,78.57
South,98.19,2,43.22
North,575.74,6,97.09
South,276.04,6,43.56
West,266.94,2,131.71
East,111.87,2,48.52
East,527.86,6,86.45
East,429.81,8,52.88
South,421.38,6,71.52
South,351.22,5,69.24
West,640.75,7,90.16
North,145.33,2,76.22
East,170.74,4,44.46
West,887.93,7,128.27
East,465.45,7,66.78
West,348.06,3,114.34
East,488.56,8,59.77
East,404.68,8,50.95
South,911.74,7,130.7
South,337.36,6,55.83
South,148.77,3,46.95
South,135.41,2,72.05
North,240.44,4,60.74
South,145.82,2,71.06
East,443.12,6,73.89
West,334.26,4,82.64
East,63.91,1,56.17
West,221.36,3,73.1
North,446.51,7,62.59
East,167.31,2,76.3
East,606.85,7,87.52
East,453.55,8,57.78
North,438.76,5,89.01
South,43.25,1,41.03
South,447.1,6,72.95
North,101.86,1,90.24
South,244.57,6,42.38
East,824.76,8,103.49
South,146.5,2,65.75
South,78.45,2,43.43
North,202.94,2,97.71
West,1131.57,9,125.4
West,229.39,2,117.1
South,166.53,5,35.28
West,80.3,1,85.14
East,61.24,1,68.12
East,278.56,3,88.31
East,276.27,5,55.03
West,1055.41,9,115.61
West,192.82,2,100.85
East,193.37,4,47.08
East,174.4,3,57.95
West,234.63,3,80.85
East,175.57,3,61.27
South,456.6,6,74.79
West,1006.87,9,111.82
East,641.44,7,89.62
East,107.19,2,53.51
East,260.36,6,44.45
South,56.53,1,42.31
West,145.01,2,68.4
East,647.28,8,81.07
West,425.21,5,82.56
East,621.46,7,87.33
South,338.69,5,65.49
West,78.04,1,70.21
South,173.42,5,36.42
South,450.06,6,73.85
West,782.92,8,96.62
West,582.45,7,82.07
North,396.07,6,63.73
West,161.96,2,85.02
East,41.83,1,44.68
North,99.1,1,98.5
West,954.81,8,118.46
South,59.37,1,53.96
North,571.92,6,94.76
East,103.83,1,89.71
South,342.82,5,69.69
West,424.59,6,70.67
West,186.7,2,89.86
South,70.36,1,68.28
East,278.39,7,40.11
North,633.45,7,88.58
North,106.29,1,100.9
East,65.75,1,57.69
West,417.09,7,60.71
West,134.77,2,72.3
South,162.52,4,41.26
West,373.81,5,74.57
South,101.99,3,37.28
North,83.56,1,92.55
West,114.48,1,119.51
West,568.33,5,113.22
West,352.73,3,114.54
North,480.38,6,80.11
East,43.99,1,45.39
East,72.77,1,74.22
North,374.06,4,94.25
East,179.02,3,61.45
East,224.93,5,45.75
South,226.16,6,38.93
South,119.78,2,57.5
West,231.9,3,78.35
East,39.58,1,47.31
East,316.3,5,60.36
East,67.4,1,61.3
East,275.09,5,53.46
East,792.58,6,132.88
West,261.67,2,132.68
West,163.82,2,86.74
West,784.01,6,128.96
South,288.76,5,56.5
East,126.96,2,59.2
East,278.46,4,69.33
East,524.39,6,87.09
South,484.69,5,94.48
South,352.72,5,68.07
West,1914.33,8,240.02
East,1391.79,7,197.61
West,1027.16,9,114.78
South,185.95,4,47.29
East,182.22,4,48.0
North,406.98,5,80.77
East,249.38,5,51.02
East,65.46,1,51.91
East,42.88,1,46.65
South,59.88,1,54.06
North,413.42,6,69.47
East,416.03,5,84.92
South,131.15,2,67.08
East,88.76,2,40.78
North,396.41,6,65.44
South,125.54,3,39.93
North,303.08,4,73.73
West,265.82,2,132.17
South,197.84,5,37.92
West,195.48,3,61.68
South,412.15,6,69.94
West,117.59,1,118.14
East,90.58,1,81.33
East,77.16,1,86.93
South,155.35,3,54.41
East,621.52,8,77.98
West,721.19,9,79.5
East,155.06,2,81.25
North,65.52,1,74.92
West,370.92,5,71.79
West,276.25,2,130.74
East,444.49,5,87.82
East,177.45,2,86.17
East,193.32,3,66.52
South,123.31,3,43.57
North,276.88,3,89.7
East,113.99,3,40.11
East,491.47,8,62.33
West,369.29,3,118.14
East,357.53,6,59.25
North,526.65,6,86.1
South,167.75,4,41.07
West,416.12,4,102.9
West,420.8,4,106.23
East,91.55,1,89.7
East,284.29,6,45.51
South,156.41,4,36.27
North,205.17,2,104.78
South,211.12,6,35.28
East,1013.63,7,144.53
West,209.92,3,72.65
East,473.78,7,68.46
South,383.71,6,63.66
South,297.05,6,49.98
East,78.4,1,84.06
East,430.64,7,59.82
West,1271.33,10,126.36
West,159.53,2,72.54
East,45.18,1,50.59
South,56.88,1,55.17
East,514.71,7,72.09
West,150.23,2,75.58
South,93.74,2,45.1
East,344.34,5,69.86
North,68.54,1,64.42
West,789.25,4,199.76
West,575.99,7,82.59
West,257.84,3,88.47
West,248.02,2,119.32
East,649.7,8,79.8
East,1112.91,10,110.08
South,370.73,6,59.44
West,1063.24,9,118.3
South,149.28,3,45.26
East,544.41,7,75.64
West,1368.84,10,136.64
South,123.48,3,36.42
South,28.16,1,33.92
East,252.24,6,43.41
South,212.0,4,50.73
West,270.07,2,133.93
West,593.44,7,82.93
East,357.1,6,58.34
West,87.13,1,81.03
South,855.48,8,107.01
West,514.8,4,128.31
East,500.83,8,63.29
East,610.85,7,87.98
East,455.41,8,55.86
East,181.83,3,62.73
East,1934.18,11,174.52
East,57.66,1,50.57
East,140.41,2,71.78
East,672.64,8,83.69
South,54.22,1,41.68
East,246.53,3,77.66
West,309.44,3,102.84
North,1900.49,9,212.06
South,183.81,3,57.74
South,396.6,6,67.14
West,445.05,6,71.8
West,115.24,1,101.66
North,520.8,6,88.06
East,632.01,7,88.95
West,323.45,4,77.29
West,1148.48,7,163.0
West,686.06,7,96.48
West,821.98,6,137.93
West,742.4,10,74.15
East,518.41,7,72.98
North,114.5,1,104.35
East,516.11,7,72.48
West,838.79,8,103.58
South,138.03,2,68.33
West,603.89,8,75.64
South,313.81,6,50.88
East,231.61,4,58.73
South,165.42,4,43.83
North,51.32,1,51.96
South,328.76,5,66.9
West,844.42,9,94.4
West,1276.28,10,126.28
West,830.68,7,118.25
West,209.7,3,67.97
South,418.57,6,67.94
East,113.18,2,56.12
West,111.05,1,107.46
North,77.57,1,84.31
West,669.43,6,110.52
East,208.94,4,49.69
West,94.21,1,80.84
West,1103.47,10,111.07
North,127.09,2,57.36
East,383.46,6,64.71
East,1748.3,8,219.13
West,1043.94,8,131.18
East,47.5,1,48.93
East,98.29,1,89.75
North,64.52,1,61.57
South,114.61,3,39.73
East,155.01,3,50.99
North,356.23,5,70.91
South,194.73,4,49.62
East,404.07,5,82.3
South,126.72,2,56.44
West,911.2,7,130.63
East,321.84,7,45.38
West,233.48,2,110.62
North,271.39,4,65.18
West,816.13,6,137.21
South,90.46,2,49.32
South,138.18,3,46.74
East,449.56,8,56.44
East,219.73,5,43.31
East,113.96,2,53.9
South,139.98,3,49.58
West,311.8,5,63.74
East,384.91,7,56.34
East,76.28,1,79.17
South,231.63,5,48.13
West,131.5,2,65.56
East,339.07,6,55.86
East,508.94,7,70.62
West,236.02,2,111.29
East,66.04,1,51.2
North,181.7,2,93.46
North,374.0,5,72.13
North,1016.48,10,102.46
East,488.74,7,70.64
East,182.79,3,63.03
West,902.78,7,128.01
West,648.33,8,79.24
East,315.32,4,76.54
South,100.16,2,45.89
East,667.7,10,66.6
West,598.82,6,99.01
West,649.78,5,128.68
South,68.59,2,34.75
North,510.36,5,102.07
East,310.18,5,61.15
East,122.11,2,63.05
North,64.49,1,61.22
West,626.02,9,69.47
East,836.41,7,120.74
West,537.03,4,134.24
West,811.69,8,102.37
East,96.23,2,52.45
East,103.51,2,53.31
North,360.41,4,91.97
South,203.02,3,69.58
East,351.56,5,71.84
West,939.63,8,116.04
South,650.15,10,65.66
East,1228.51,7,176.32
South,95.9,3,30.44
West,618.43,5,121.51
West,212.64,3,73.38
South,195.18,4,45.11
East,396.61,6,64.32
East,460.66,8,56.69
South,130.2,4,30.93
East,266.96,4,64.89
West,166.87,2,76.5
West,1236.39,9,137.24
North,243.55,3,81.61
East,338.33,5,69.46
West,884.48,10,87.46
West,754.64,6,123.4
West,921.8,8,114.84
East,200.94,3,67.91
South,41.34,1,30.7
East,70.93,1,64.42
East,325.05,6,52.57
West,1222.27,9,136.68
East,372.16,4,89.8
East,256.62,6,41.61
West,196.86,2,91.93
West,515.08,7,73.86
West,459.09,4,114.67
East,281.96,5,55.25
West,633.72,7,90.08
South,317.73,6,52.67
West,668.29,7,93.64
East,162.06,2,78.34
East,316.36,6,52.13
West,591.04,7,83.47
West,1080.72,9,121.04
East,155.41,2,81.49
East,377.46,6,64.07
West,103.78,1,100.87
West,419.03,3,137.38
North,217.56,3,68.05
South,106.12,2,58.06
West,131.95,2,69.68
East,1193.06,11,108.27
East,265.78,5,51.75
North,338.66,4,87.03
East,317.46,4,77.23
West,482.95,5,98.09
West,454.39,5,89.39
East,422.97,7,60.84
East,1246.48,9,139.49
North,432.54,4,107.77
East,199.34,4,47.92
West,203.04,3,65.02
East,236.35,3,75.76
East,479.39,8,59.7
South,282.74,5,55.92
East,347.95,6,56.2
East,131.07,3,41.48
West,700.63,6,114.35
South,137.96,2,62.97
South,180.67,4,47.28
East,83.1,2,41.87
West,194.55,3,62.36
West,1385.99,10,139.11
West,451.29,4,114.31
South,123.39,2,66.39
North,68.1,1,55.77
West,832.28,9,92.64
South,441.0,6,73.1
South,221.59,4,55.67
North,2300.4,11,208.05
West,624.57,9,70.18
East,1632.43,9,179.93
East,144.27,2,75.16
East,280.18,4,66.72
West,104.24,1,91.94
West,665.56,5,134.95
West,79.72,1,76.04
South,421.1,6,71.59
West,1252.08,10,124.45
South,36.54,1,31.59
West,591.29,9,66.45
South,144.98,4,34.68
West,798.17,6,132.47
North,1942.74,10,193.36
South,190.25,4,49.34
East,423.26,6,70.78
North,59.97,1,64.29
South,364.67,5,69.98
East,376.59,3,126.51
East,273.72,4,70.12
West,1227.49,4,306.28
South,89.69,2,46.06
West,413.13,4,104.11
South,52.93,1,52.66
North,72.6,1,79.17
North,376.05,6,63.83
South,72.92,1,65.46
West,1242.7,5,249.15
West,1978.96,6,329.43
North,72.56,1,73.08
South,327.3,6,53.96
East,260.49,6,41.3
South,67.32,1,56.59
West,98.03,1,94.2
North,331.3,3,105.95
West,1054.6,10,105.81
North,146.46,2,78.04
South,82.07,1,72.79
East,67.59,1,68.55
South,1001.54,8,123.83
South,51.63,1,49.97
North,551.89,7,78.81
West,677.43,10,66.36
West,405.57,5,80.64
East,55.09,1,48.72
East,513.77,8,65.34
South,210.82,6,32.74
East,484.62,6,82.25
East,355.62,8,45.46
East,1401.28,10,140.77
East,488.89,6,79.41
West,671.01,5,135.4
East,81.81,1,86.52
East,454.21,6,75.79
West,352.63,3,112.56
East,190.43,4,43.87
West,1079.67,9,118.72
West,515.89,8,64.11
East,246.97,5,49.75
South,156.68,2,73.99
East,363.15,7,52.05
West,1066.58,8,133.17
West,312.77,3,105.55
North,539.21,6,90.45
East,114.01,2,55.69
East,270.75,4,64.71
East,237.98,5,46.04
West,58.68,1,68.08
East,304.41,7,43.65
West,535.24,5,104.56
North,435.5,5,85.49
East,694.09,8,86.04
South,206.78,4,49.61
South,295.04,5,56.53
West,717.68,8,89.59
West,216.43,2,107.05
East,460.76,7,65.88
South,81.28,1,72.91
North,325.19,5,62.64
East,168.96,3,57.37
West,650.64,5,130.83
West,267.49,4,68.49
East,1085.42,5,219.05
South,76.02,2,31.16
West,284.14,3,95.59
East,151.45,2,75.32
East,409.06,5,83.23
West,263.5,4,66.33
West,730.66,9,82.09
South,83.46,1,70.15
South,233.39,5,44.29
East,76.38,1,71.72
North,120.21,2,63.21
South,194.9,3,63.01
East,634.63,6,104.48
East,516.67,7,74.4
East,210.58,3,66.52
North,360.13,4,90.08
West,211.03,2,98.48
North,381.49,4,95.84
South,147.36,4,35.21
East,181.79,3,59.9
South,198.76,4,52.01
East,1277.47,10,127.06
West,885.85,7,124.72
East,449.6,6,76.41
West,242.59,3,77.7
East,533.95,6,88.41
North,212.7,4,51.27
North,1050.17,7,150.16
East,330.68,7,47.85
South,216.76,3,70.98
East,43.84,1,40.68
West,120.85,1,123.31
East,1563.02,8,194.58
East,377.06,5,77.03
West,2572.51,9,286.68
West,922.52,10,91.29
West,592.47,5,119.48
East,583.14,8,72.8
East,314.29,5,60.32
West,87.76,1,79.57
North,570.16,6,95.76
North,149.6,2,73.84
East,180.99,3,55.53
East,379.78,8,48.46
West,1147.62,9,127.05
East,400.36,5,78.37
South,190.0,6,31.64
East,593.99,8,74.52
South,270.75,6,44.48
South,54.93,1,62.99
East,82.3,2,40.68
North,215.01,4,52.34
West,630.94,9,71.19
East,454.33,5,89.79
West,343.19,3,112.02
South,214.8,3,72.84
West,412.58,3,134.9
West,247.94,3,85.42
North,129.77,2,68.71
West,669.71,10,67.58
West,409.27,4,104.73
East,377.11,7,54.21
West,467.34,5,92.26
East,136.26,2,69.63
East,325.14,7,45.12
West,823.64,10,82.18
East,326.76,4,79.17
East,60.64,1,48.24
East,526.51,8,65.59
East,311.43,4,78.0
West,487.72,5,97.96
East,294.72,4,70.27
South,250.29,4,62.01
South,310.5,5,60.84
East,665.13,8,83.31
West,431.92,4,109.36
South,116.79,4,30.48
West,520.25,6,86.28
East,268.21,5,53.65
North,291.06,3,92.26
South,281.17,4,68.84
West,871.87,9,97.88
East,248.55,3,84.71
North,376.19,7,54.97
West,126.92,2,64.99
North,2092.97,9,231.17
East,549.37,6,89.31
West,988.5,3,326.76
East,318.07,5,62.17
West,114.83,1,110.82
East,128.2,2,63.31
East,93.84,2,44.53
North,2451.85,11,223.62
South,259.14,6,41.1
East,232.85,3,77.79
East,334.58,6,53.95
East,250.79,5,49.96
East,352.61,6,57.76
West,1993.16,7,285.61
West,986.77,7,139.5
South,239.83,6,39.34
South,206.96,5,42.1
West,130.82,2,62.52
West,583.73,6,97.38
